TRIP
DATE 1970-01-01

DECLINATION	0.00
DATA
-3.120338	23.26253	-3.735405	21.666838
-3.120338	23.26253	-4.016882	20.806725
-3.120338	23.26253	-2.5327594	24.071615
-3.120338	23.26253	-3.2203233	24.530005
-3.120338	23.26253	-3.59607	23.830921
-3.120338	23.26253	-4.5329924	17.881622
-4.5329924	17.881622	-4.2150064	18.614962
-4.5329924	17.881622	-3.0063486	19.18255
-4.5329924	17.881622	-3.4096289	19.931372
-4.5329924	17.881622	-4.8645144	19.402185
-4.5329924	17.881622	-4.0436773	19.886936
-4.5329924	17.881622	-4.9438467	19.041044
-4.5329924	17.881622	-4.9879365	18.47442
-4.5329924	17.881622	-5.021081	18.882772
-4.5329924	17.881622	-4.058151	19.338343
-4.5329924	17.881622	-3.1407232	19.56714
-4.5329924	17.881622	-3.3947973	18.117533
-4.5329924	17.881622	-3.344105	17.359758
-4.5329924	17.881622	-3.5629277	17.086006
-4.5329924	17.881622	-4.158125	17.3586
-4.5329924	17.881622	-3.1114728	15.791867
-4.5329924	17.881622	-3.9960685	17.409534
-4.5329924	17.881622	-3.9844801	16.575176
-4.5329924	17.881622	-3.969304	15.193602
-4.5329924	17.881622	-4.361209	15.125575
-4.5329924	17.881622	-4.7397265	16.026316
-4.5329924	17.881622	-4.8294044	16.666004
-4.5329924	17.881622	-4.6359706	17.568161
-4.5329924	17.881622	-4.324833	17.694244
-4.5329924	17.881622	-4.0391607	16.79677
-4.5329924	17.881622	-3.7712932	15.868286
-4.5329924	17.881622	-3.7894454	17.72614
-4.5329924	17.881622	-3.9964128	15.176274
-3.9964128	15.176274	-4.1156764	15.093336
-3.9964128	15.176274	-3.5633802	15.159435
-3.9964128	15.176274	-2.5948741	15.33525
-3.9964128	15.176274	-4.5214434	15.122554
-3.9964128	15.176274	-3.1386755	15.716094
-3.9964128	15.176274	-3.3864417	15.471296
-3.9964128	15.176274	-3.5645802	15.4060755
-3.9964128	15.176274	-3.8149345	15.278432
-3.9964128	15.176274	-4.8178616	17.14923
-3.9964128	15.176274	-4.9552007	15.740623
-3.9964128	15.176274	-5.2621155	15.557959
-3.9964128	15.176274	-3.2551455	16.818102
